"","time","ISense [mV]","Current [A]","USample [mV]"
"1",3729842892.317,2.570991,0.5141982,0.104424
"2",3729842892.761,2.567816,0.5135632,0.108614
"3",3729842893.197,2.590633,0.5181266,0.103106
"4",3729842893.632,2.588289,0.5176578,0.104672
"5",3729842894.065,2.60968,0.521936,0.103631
"6",3729842894.5,2.596143,0.5192286,0.10462
"7",3729842894.94,2.610205,0.522041,0.101716
"8",3729842895.376,2.597842,0.5195684,0.105045
"9",3729842895.811,2.596598,0.5193196,0.10487
"10",3729842896.248,2.611694,0.5223388,0.103005
"11",3729842896.68,2.608359,0.5216718,0.103329
"12",3729842897.115,2.613297,0.5226594,0.106197
"13",3729842897.539,2.62987,0.525974,0.104608
"14",3729842897.963,2.629356,0.5258712,0.107496
"15",3729842898.386,2.553682,0.5107364,0.144807
"16",3729842898.809,2.624033,0.5248066,0.105191
"17",3729842899.232,2.63099,0.526198,0.105633
"18",3729842899.656,2.691006,0.5382012,0.121337
"19",3729842900.077,2.625503,0.5251006,0.127848
"20",3729842900.5,2.580117,0.5160234,0.143792
"21",3729842900.923,2.623535,0.524707,0.120847
"22",3729842901.346,2.616823,0.5233646,0.107872
"23",3729842901.769,2.63335,0.52667,0.102402
"24",3729842902.191,2.625677,0.5251354,0.107221
"25",3729842902.614,2.661359,0.5322718,0.106231
"26",3729842903.037,2.740152,0.5480304,0.103551
"27",3729842903.459,2.648225,0.529645,0.126144
"28",3729842903.883,2.641342,0.5282684,0.141065
"29",3729842904.305,2.637439,0.5274878,0.107526
"30",3729842904.727,2.640146,0.5280292,0.110094
"31",3729842905.15,2.629897,0.5259794,0.10868
"32",3729842905.571,2.644756,0.5289512,0.106484
"33",3729842905.994,2.653637,0.5307274,0.108537
"34",3729842906.415,2.640124,0.5280248,0.109144
"35",3729842906.838,2.642391,0.5284782,0.107781
"36",3729842907.259,2.642221,0.5284442,0.108207
"37",3729842907.681,2.653151,0.5306302,0.107892
"38",3729842908.104,2.639288,0.5278576,0.105926
"39",3729842908.526,2.64143,0.528286,0.108234
"40",3729842908.948,2.650619,0.5301238,0.109497
"41",3729842909.374,2.663509,0.5327018,0.135054
"42",3729842909.808,2.652536,0.5305072,0.104116
"43",3729842910.244,2.659726,0.5319452,0.105115
"44",3729842910.679,2.651998,0.5303996,0.105712
"45",3729842911.117,2.657326,0.5314652,0.105055
"46",3729842911.553,2.661987,0.5323974,0.10521
"47",3729842911.987,2.681293,0.5362586,0.10472
"48",3729842912.425,2.7047,0.54094,0.105946
"49",3729842912.861,2.695418,0.5390836,0.10265
"50",3729842913.298,2.696435,0.539287,0.103336
"51",3729842913.734,2.669204,0.5338408,0.104162
"52",3729842914.17,2.690981,0.5381962,0.103521
"53",3729842914.605,2.673615,0.534723,0.105845
"54",3729842915.041,2.668645,0.533729,0.104428
"55",3729842915.47,2.706213,0.5412426,0.105838
"56",3729842915.905,2.699856,0.5399712,0.111294
"57",3729842916.342,2.707916,0.5415832,0.105961
"58",3729842916.774,2.707211,0.5414422,0.109501
"59",3729842917.21,2.70687,0.541374,0.108764
"60",3729842917.647,2.713195,0.542639,0.104899
"61",3729842918.087,2.704255,0.540851,0.106832
"62",3729842918.52,2.712477,0.5424954,0.106223
"63",3729842918.955,2.700886,0.5401772,0.110639
"64",3729842919.385,2.725577,0.5451154,0.108824
"65",3729842919.819,2.729936,0.5459872,0.105865
"66",3729842920.255,2.731952,0.5463904,0.110922
"67",3729842920.691,2.772079,0.5544158,0.109956
"68",3729842921.127,2.78765,0.55753,0.109766
"69",3729842921.561,2.79929,0.559858,0.110442
"70",3729842921.986,2.793924,0.5587848,0.108022
"71",3729842922.42,2.795269,0.5590538,0.107972
"72",3729842922.855,2.799684,0.5599368,0.11015
"73",3729842923.291,2.805678,0.5611356,0.110128
"74",3729842923.721,2.788832,0.5577664,0.109268
"75",3729842924.156,2.79659,0.559318,0.108966
"76",3729842924.591,2.808874,0.5617748,0.1125
"77",3729842925.03,2.83326,0.566652,0.111735
"78",3729842925.467,2.847602,0.5695204,0.113402
"79",3729842925.905,2.846922,0.5693844,0.112976
"80",3729842926.342,2.866273,0.5732546,0.112431
"81",3729842926.778,2.870436,0.5740872,0.111896
"82",3729842927.216,2.856788,0.5713576,0.11057
"83",3729842927.653,2.852821,0.5705642,0.113206
"84",3729842928.089,2.854683,0.5709366,0.109725
"85",3729842928.525,2.862264,0.5724528,0.110998
"86",3729842928.966,2.876017,0.5752034,0.108649
"87",3729842929.402,2.911635,0.582327,0.114428
"88",3729842929.838,2.915417,0.5830834,0.114808
"89",3729842930.281,2.920025,0.584005,0.115295
"90",3729842930.722,2.931907,0.5863814,0.115871
"91",3729842931.158,2.943116,0.5886232,0.1123
"92",3729842931.593,2.946692,0.5893384,0.114513
"93",3729842932.029,2.942086,0.5884172,0.115609
"94",3729842932.46,2.941936,0.5883872,0.114746
"95",3729842932.895,2.950962,0.5901924,0.114076
"96",3729842933.332,2.954914,0.5909828,0.115435
"97",3729842933.769,2.95627,0.591254,0.115348
"98",3729842934.205,2.989338,0.5978676,0.113552
"99",3729842934.64,2.986011,0.5972022,0.116379
"100",3729842935.076,2.990429,0.5980858,0.117097
"101",3729842935.506,2.981958,0.5963916,0.112659
"102",3729842935.939,2.985341,0.5970682,0.115031
"103",3729842936.375,2.984292,0.5968584,0.120713
"104",3729842936.801,2.996226,0.5992452,0.116954
"105",3729842937.236,3.00925,0.60185,0.116678
"106",3729842937.671,3.001661,0.6003322,0.118078
"107",3729842938.108,3.017936,0.6035872,0.113156
"108",3729842938.543,3.008947,0.6017894,0.117269
"109",3729842938.979,3.023176,0.6046352,0.115435
"110",3729842939.408,3.018293,0.6036586,0.116602
"111",3729842939.842,3.015503,0.6031006,0.11796
"112",3729842940.283,3.031428,0.6062856,0.117821
"113",3729842940.719,3.058072,0.6116144,0.11684
"114",3729842941.16,3.039364,0.6078728,0.119023
"115",3729842941.596,3.032272,0.6064544,0.118263
"116",3729842942.033,3.025824,0.6051648,0.115507
"117",3729842942.469,3.03234,0.606468,0.117484
"118",3729842942.907,3.028018,0.6056036,0.115621
"119",3729842943.343,3.056388,0.6112776,0.11879
"120",3729842943.781,3.058854,0.6117708,0.11971
"121",3729842944.219,3.06353,0.612706,0.117545
"122",3729842944.655,3.073098,0.6146196,0.117525
"123",3729842945.09,3.080207,0.6160414,0.119368
"124",3729842945.526,3.076814,0.6153628,0.119887
"125",3729842945.965,3.068466,0.6136932,0.120481
"126",3729842946.396,3.079492,0.6158984,0.122355
"127",3729842946.829,3.101103,0.6202206,0.11979
"128",3729842947.262,3.098925,0.619785,0.122225
"129",3729842947.688,3.093884,0.6187768,0.119845
"130",3729842948.121,3.106489,0.6212978,0.120833
"131",3729842948.555,3.140654,0.6281308,0.122125
"132",3729842948.992,3.138417,0.6276834,0.123525
"133",3729842949.425,3.140371,0.6280742,0.121355
"134",3729842949.858,3.14324,0.628648,0.120304
"135",3729842950.282,3.160993,0.6321986,0.122609
"136",3729842950.706,3.161608,0.6323216,0.124316
"137",3729842951.139,3.143672,0.6287344,0.119505
"138",3729842951.574,3.156494,0.6312988,0.123405
"139",3729842952.002,3.157229,0.6314458,0.121939
"140",3729842952.429,3.139927,0.6279854,0.123244
"141",3729842952.866,3.152739,0.6305478,0.124054
"142",3729842953.302,3.142026,0.6284052,0.120097
"143",3729842953.74,3.154927,0.6309854,0.123274
"144",3729842954.177,3.166061,0.6332122,0.121536
"145",3729842954.613,3.182763,0.6365526,0.123152
"146",3729842955.048,3.198414,0.6396828,0.125455
"147",3729842955.484,3.210657,0.6421314,0.124898
"148",3729842955.92,3.21287,0.642574,0.123496
"149",3729842956.355,3.200013,0.6400026,0.124817
"150",3729842956.791,3.22306,0.644612,0.123658
"151",3729842957.223,3.246746,0.6493492,0.122976
"152",3729842957.658,3.224113,0.6448226,0.124789
"153",3729842958.094,3.245207,0.6490414,0.126233
"154",3729842958.529,3.232738,0.6465476,0.123656
"155",3729842958.967,3.259095,0.651819,0.12109
"156",3729842959.407,3.247207,0.6494414,0.123087
"157",3729842959.843,3.243259,0.6486518,0.123945
"158",3729842960.278,3.268535,0.653707,0.124463
"159",3729842960.714,3.243987,0.6487974,0.124805
"160",3729842961.152,3.269952,0.6539904,0.126304
"161",3729842961.588,3.270545,0.654109,0.126574
"162",3729842962.023,3.271373,0.6542746,0.124672
"163",3729842962.459,3.276903,0.6553806,0.12594
"164",3729842962.896,3.308401,0.6616802,0.125735
"165",3729842963.332,3.313956,0.6627912,0.130127
"166",3729842963.768,3.319561,0.6639122,0.129734
"167",3729842964.204,3.330116,0.6660232,0.129878
"168",3729842964.638,3.321206,0.6642412,0.128489
"169",3729842965.074,3.325152,0.6650304,0.129605
"170",3729842965.51,3.325295,0.665059,0.125261
"171",3729842965.945,3.319794,0.6639588,0.126763
"172",3729842966.381,3.337014,0.6674028,0.128191
"173",3729842966.815,3.313552,0.6627104,0.125958
"174",3729842967.24,3.324195,0.664839,0.126971
"175",3729842967.674,3.325216,0.6650432,0.129488
"176",3729842968.109,3.350004,0.6700008,0.131439
"177",3729842968.539,3.362994,0.6725988,0.130088
"178",3729842968.973,3.383105,0.676621,0.131127
"179",3729842969.402,3.374146,0.6748292,0.130409
"180",3729842969.839,3.380703,0.6761406,0.131136
"181",3729842970.28,3.386068,0.6772136,0.131212
"182",3729842970.715,3.377776,0.6755552,0.130037
"183",3729842971.156,3.387382,0.6774764,0.129009
"184",3729842971.592,3.384322,0.6768644,0.128113
"185",3729842972.028,3.389136,0.6778272,0.129688
"186",3729842972.464,3.385327,0.6770654,0.131754
"187",3729842972.899,3.394859,0.6789718,0.131693
"188",3729842973.34,3.398035,0.679607,0.127707
"189",3729842973.777,3.413477,0.6826954,0.130919
"190",3729842974.217,3.427074,0.6854148,0.130379
"191",3729842974.656,3.441922,0.6883844,0.133289
"192",3729842975.092,3.431638,0.6863276,0.13312
"193",3729842975.528,3.416665,0.683333,0.126276
"194",3729842975.965,3.449713,0.6899426,0.130727
"195",3729842976.404,3.457814,0.6915628,0.13241
"196",3729842976.839,3.464248,0.6928496,0.131297
"197",3729842977.279,3.481654,0.6963308,0.132858
"198",3729842977.716,3.486888,0.6973776,0.13031
"199",3729842978.154,3.47306,0.694612,0.133789
"200",3729842978.596,3.47468,0.694936,0.13155
"201",3729842979.032,3.480095,0.696019,0.132914
"202",3729842979.468,3.470188,0.6940376,0.131931
"203",3729842979.908,3.478806,0.6957612,0.132095
"204",3729842980.344,3.481797,0.6963594,0.134703
"205",3729842980.78,3.476984,0.6953968,0.133005
"206",3729842981.215,3.490993,0.6981986,0.134882
"207",3729842981.65,3.472728,0.6945456,0.134011
"208",3729842982.09,3.494077,0.6988154,0.135495
"209",3729842982.531,3.495742,0.6991484,0.134325
"210",3729842982.962,3.485136,0.6970272,0.132497
"211",3729842983.394,3.490617,0.6981234,0.137068
"212",3729842983.828,3.496922,0.6993844,0.134853
"213",3729842984.264,3.477903,0.6955806,0.1346
"214",3729842984.7,3.482773,0.6965546,0.133484
"215",3729842985.135,3.486572,0.6973144,0.133314
"216",3729842985.571,3.498545,0.699709,0.13243
"217",3729842986.006,3.48599,0.697198,0.134517
"218",3729842986.439,3.491415,0.698283,0.138857
"219",3729842986.879,3.499688,0.6999376,0.136174
"220",3729842987.315,3.506188,0.7012376,0.138146
"221",3729842987.751,3.511238,0.7022476,0.136273
"222",3729842988.187,3.512692,0.7025384,0.137622
"223",3729842988.629,3.514325,0.702865,0.134989
"224",3729842989.064,3.516223,0.7032446,0.13294
"225",3729842989.501,3.534788,0.7069576,0.132043
"226",3729842989.94,3.54275,0.70855,0.135918
"227",3729842990.376,3.53747,0.707494,0.135529
"228",3729842990.812,3.541009,0.7082018,0.132576
"229",3729842991.253,3.536677,0.7073354,0.136232
"230",3729842991.688,3.534777,0.7069554,0.134447
"231",3729842992.124,3.528137,0.7056274,0.136682
"232",3729842992.56,3.539718,0.7079436,0.137822
"233",3729842992.998,3.548811,0.7097622,0.138291
"234",3729842993.435,3.562472,0.7124944,0.136068
"235",3729842993.87,3.558325,0.711665,0.135038
"236",3729842994.309,3.554249,0.7108498,0.136629
"237",3729842994.749,3.563649,0.7127298,0.140732
"238",3729842995.184,3.566465,0.713293,0.140266
"239",3729842995.62,3.572542,0.7145084,0.138423
"240",3729842996.059,3.619896,0.7239792,0.136986
"241",3729842996.493,3.643953,0.7287906,0.142493
"242",3729842996.933,3.634874,0.7269748,0.140173
"243",3729842997.371,3.627708,0.7255416,0.138138
"244",3729842997.811,3.627729,0.7255458,0.141937
"245",3729842998.247,3.640102,0.7280204,0.141825
"246",3729842998.682,3.642058,0.7284116,0.139226
"247",3729842999.121,3.631486,0.7262972,0.139196
"248",3729842999.561,3.630441,0.7260882,0.1403
"249",3729842999.995,3.666248,0.7332496,0.137961
"250",3729843000.425,3.674651,0.7349302,0.139846
"251",3729843000.859,3.699094,0.7398188,0.139223
"252",3729843001.295,3.690036,0.7380072,0.140742
"253",3729843001.73,3.692723,0.7385446,0.142999
"254",3729843002.166,3.693612,0.7387224,0.141579
"255",3729843002.592,3.680854,0.7361708,0.144726
"256",3729843003.027,3.692426,0.7384852,0.143264
"257",3729843003.466,3.682507,0.7365014,0.145351
"258",3729843003.906,3.686791,0.7373582,0.14471
"259",3729843004.341,3.685431,0.7370862,0.141316
"260",3729843004.781,3.690315,0.738063,0.140688
"261",3729843005.217,3.683611,0.7367222,0.142403
"262",3729843005.654,3.694539,0.7389078,0.1427
"263",3729843006.089,3.68527,0.737054,0.141025
"264",3729843006.525,3.697727,0.7395454,0.138617
"265",3729843006.96,3.69188,0.738376,0.14072
"266",3729843007.396,3.701704,0.7403408,0.139369
"267",3729843007.829,3.689432,0.7378864,0.141138
"268",3729843008.264,3.693849,0.7387698,0.140324
"269",3729843008.7,3.691181,0.7382362,0.139637
"270",3729843009.135,3.710772,0.7421544,0.14043
"271",3729843009.572,3.687138,0.7374276,0.140846
"272",3729843010.007,3.698566,0.7397132,0.142425
"273",3729843010.443,3.699376,0.7398752,0.142733
"274",3729843010.877,3.715797,0.7431594,0.140301
"275",3729843011.315,3.726724,0.7453448,0.141002
"276",3729843011.751,3.74139,0.748278,0.141045
"277",3729843012.191,3.750614,0.7501228,0.142356
"278",3729843012.624,3.751159,0.7502318,0.140943
"279",3729843013.059,3.761478,0.7522956,0.142955
"280",3729843013.495,3.764631,0.7529262,0.143369
"281",3729843013.931,3.751824,0.7503648,0.143019
"282",3729843014.366,3.754402,0.7508804,0.143076
"283",3729843014.801,3.752668,0.7505336,0.146627
"284",3729843015.239,3.783416,0.7566832,0.142006
"285",3729843015.678,3.777268,0.7554536,0.14346
"286",3729843016.113,3.770196,0.7540392,0.144811
"287",3729843016.55,3.758139,0.7516278,0.145763
"288",3729843016.985,3.758696,0.7517392,0.143633
"289",3729843017.417,3.759074,0.7518148,0.144429
"290",3729843017.852,3.763198,0.7526396,0.14472
"291",3729843018.277,3.79142,0.758284,0.144281
"292",3729843018.712,3.764091,0.7528182,0.144217
"293",3729843019.15,3.764043,0.7528086,0.141643
"294",3729843019.588,3.759523,0.7519046,0.144764
"295",3729843020.024,3.761482,0.7522964,0.144092
"296",3729843020.46,3.764001,0.7528002,0.143512
"297",3729843020.9,3.765089,0.7530178,0.144882
"298",3729843021.337,3.772136,0.7544272,0.14427
"299",3729843021.775,3.777518,0.7555036,0.145703
"300",3729843022.216,3.792652,0.7585304,0.145001
"301",3729843022.653,3.805517,0.7611034,0.144628
"302",3729843023.089,3.811088,0.7622176,0.142995
"303",3729843023.524,3.820627,0.7641254,0.146675
"304",3729843023.96,3.846886,0.7693772,0.145715
"305",3729843024.4,3.854699,0.7709398,0.145986
"306",3729843024.84,3.855411,0.7710822,0.145283
"307",3729843025.281,3.873075,0.774615,0.145471
"308",3729843025.716,3.870818,0.7741636,0.144051
"309",3729843026.155,3.876223,0.7752446,0.14753
"310",3729843026.591,3.881661,0.7763322,0.151133
"311",3729843027.027,3.867524,0.7735048,0.149854
"312",3729843027.46,3.879028,0.7758056,0.147586
"313",3729843027.885,3.883405,0.776681,0.148413
"314",3729843028.318,3.89313,0.778626,0.149133
"315",3729843028.755,3.91001,0.782002,0.147842
"316",3729843029.19,3.919263,0.7838526,0.151737
"317",3729843029.625,3.911594,0.7823188,0.151252
"318",3729843030.06,3.928998,0.7857996,0.147752
"319",3729843030.496,3.931962,0.7863924,0.148759
"320",3729843030.935,3.939392,0.7878784,0.150792
"321",3729843031.373,3.93498,0.786996,0.1512
"322",3729843031.812,3.944889,0.7889778,0.152763
"323",3729843032.248,3.949896,0.7899792,0.149708
"324",3729843032.684,3.942495,0.788499,0.150907
"325",3729843033.125,3.939828,0.7879656,0.149545
"326",3729843033.558,3.942038,0.7884076,0.150362
"327",3729843033.996,3.958897,0.7917794,0.149986
"328",3729843034.428,3.965728,0.7931456,0.151664
"329",3729843034.865,3.991518,0.7983036,0.150427
"330",3729843035.3,3.996993,0.7993986,0.150523
"331",3729843035.736,3.985706,0.7971412,0.153494
"332",3729843036.171,3.985272,0.7970544,0.151828
"333",3729843036.606,3.988371,0.7976742,0.152648
"334",3729843037.042,3.994314,0.7988628,0.150236
"335",3729843037.471,3.987553,0.7975106,0.153207
"336",3729843037.905,3.91157,0.782314,0.149071
"337",3729843038.341,3.92482,0.784964,0.150786
"338",3729843038.777,3.931543,0.7863086,0.151029
"339",3729843039.213,3.943793,0.7887586,0.150874
"340",3729843039.649,3.9392,0.78784,0.154001
"341",3729843040.085,3.938199,0.7876398,0.155059
"342",3729843040.515,3.965981,0.7931962,0.154079
"343",3729843040.948,3.949265,0.789853,0.152762
"344",3729843041.384,3.936052,0.7872104,0.155064
"345",3729843041.81,3.946421,0.7892842,0.153579
"346",3729843042.237,3.935528,0.7871056,0.151476
"347",3729843042.666,3.941881,0.7883762,0.153823
"348",3729843043.09,3.959849,0.7919698,0.151265
"349",3729843043.523,3.979158,0.7958316,0.154506
"350",3729843043.962,3.969542,0.7939084,0.15316
"351",3729843044.397,3.968218,0.7936436,0.150476
"352",3729843044.833,3.974792,0.7949584,0.153108
"353",3729843045.27,3.993914,0.7987828,0.152738
"354",3729843045.707,4.006812,0.8013624,0.150384
"355",3729843046.143,3.994187,0.7988374,0.15439
"356",3729843046.579,4.000363,0.8000726,0.152349
"357",3729843047.015,4.002963,0.8005926,0.150389
"358",3729843047.445,4.024176,0.8048352,0.151624
"359",3729843047.88,4.009155,0.801831,0.152103
"360",3729843048.312,4.035589,0.8071178,0.151614
"361",3729843048.749,4.03196,0.806392,0.151144
"362",3729843049.185,4.027299,0.8054598,0.150983
"363",3729843049.621,4.038676,0.8077352,0.152637
"364",3729843050.063,4.04393,0.808786,0.153015
"365",3729843050.502,4.052932,0.8105864,0.154136
"366",3729843050.936,4.060729,0.8121458,0.155479
"367",3729843051.372,4.057733,0.8115466,0.156847
"368",3729843051.807,4.047651,0.8095302,0.155455
"369",3729843052.243,4.044981,0.8089962,0.154479
"370",3729843052.679,4.057477,0.8114954,0.151211
"371",3729843053.115,4.0541,0.81082,0.152905
"372",3729843053.55,4.063623,0.8127246,0.151434
"373",3729843053.987,4.057071,0.8114142,0.153319
"374",3729843054.423,4.074122,0.8148244,0.154378
"375",3729843054.853,4.074922,0.8149844,0.153387
"376",3729843055.289,4.065763,0.8131526,0.155855
"377",3729843055.724,4.073699,0.8147398,0.155324
"378",3729843056.159,4.068191,0.8136382,0.155521
"379",3729843056.595,4.067692,0.8135384,0.155593
"380",3729843057.031,4.080987,0.8161974,0.154166
"381",3729843057.463,4.080104,0.8160208,0.154773
"382",3729843057.897,4.067715,0.813543,0.15338
"383",3729843058.333,4.066261,0.8132522,0.152824
"384",3729843058.768,4.064871,0.8129742,0.155301
"385",3729843059.204,4.06642,0.813284,0.154924
"386",3729843059.628,4.085301,0.8170602,0.157764
"387",3729843060.051,4.082381,0.8164762,0.157682
"388",3729843060.477,4.068242,0.8136484,0.153295
"389",3729843060.911,4.063654,0.8127308,0.156817
"390",3729843061.348,4.072036,0.8144072,0.155006
"391",3729843061.779,4.065087,0.8130174,0.159029
"392",3729843062.214,4.073233,0.8146466,0.15482
"393",3729843062.65,4.077782,0.8155564,0.157496
"394",3729843063.088,4.075058,0.8150116,0.156968
"395",3729843063.526,4.075032,0.8150064,0.158375
"396",3729843063.961,4.06503,0.813006,0.157409
"397",3729843064.397,4.054346,0.8108692,0.153117
"398",3729843064.837,4.061744,0.8123488,0.157965
"399",3729843065.277,4.067323,0.8134646,0.1557
"400",3729843065.713,4.055468,0.8110936,0.153412
"401",3729843066.148,4.059087,0.8118174,0.153375
"402",3729843066.585,4.054552,0.8109104,0.155138
"403",3729843067.025,4.066457,0.8132914,0.154144
"404",3729843067.46,4.061306,0.8122612,0.153341
"405",3729843067.897,4.056008,0.8112016,0.15321
"406",3729843068.335,4.064493,0.8128986,0.152681
"407",3729843068.775,4.059127,0.8118254,0.154643
"408",3729843069.215,4.072426,0.8144852,0.15498
"409",3729843069.653,4.059779,0.8119558,0.154229
"410",3729843070.094,4.065003,0.8130006,0.153552
"411",3729843070.529,4.0685,0.8137,0.154065
"412",3729843070.965,4.066823,0.8133646,0.153083
"413",3729843071.403,4.077124,0.8154248,0.15439
"414",3729843071.841,4.061199,0.8122398,0.155658
"415",3729843072.274,4.073267,0.8146534,0.153812
"416",3729843072.71,4.076848,0.8153696,0.1561
"417",3729843073.144,4.067951,0.8135902,0.15751
